time_ini,time_end,duration_seg,duration_percent,OMCCL_nOK_0001,RPJRDxRPMMA_ativado,OMCCL_nOK_0004,RPFGR_SColTempo_0001_delta_tempo,ref_Periodo,RPFDIxRPMPX_ativado,localidade_id_MSRPNPQ_2496,ref_2019_08_14,ref_2019_08_17,ref_2019_08_16,ref_2019_08_11,ref_2019_08_10,ref_2019_08_13,ref_2019_08_12,OMCCLxRPATJ_ativado,ref_2019_08_19,ref_2019_08_18,localidade_id_MSRPRBR_2496,localidade_id_MSRPSPE_2496,chamados_MSRPATJ,RPMRDxRPFGR_ativado,ref_2019_08_25,ref_2019_08_20,ref_2019_08_21,ref_2019_08_22,ref_2019_08_23,ref_2019_08_24,chamados_MSRPDOU,ref_2019_08_26,ref_2019_08_27,ref_2019_08_28,ref_2019_08_29,RPAMBxRPTCU_ativado,RPNASxRPRBR_ativado,RPPPR_nOK_0002,ref_2019_08_31,ref_2019_08_30,RPDOU_nOK_0001,OMCARCxRPFSJ_ativado,RPMMAxOMBLV_ativado,ref_2019_08,ref_2019_09,OMJRDxRPJRD_ativado,ref_2019_07,OMCGRxRPCGR_ativado,RPPPRxOMCCL_ativado,ref_2019_08_15,RPDOUxOMDOU_ativado,RPMMAxOMCARC_ativado,RPMPXxRPMRD_ativado,RPTRNxRPFDI_ativado,chamados_MSRPRBR,RPNAS_SColTempo_0001_delta_tempo,localidade_id_MSOMCCL_2496,localidade_id_MSRPATJ_2496,Chamados_Desconto,RPAMOxRPAMB_ativado,chamados_MSOMBLV,chamados_MSOMCCL,RPTCUxOMIGT_ativado,RPNAS_SColTempo_0002_delta_tempo,RPPPRxOMPPR_ativado,OMMNOxOMGUA_ativado,RPNAS1xRPNAS_ativado,localidade_id_MSOMBLV_2496,RPRBRxRPDOU_ativado,OMCGRxOMRCB_ativado,RPCGRxRPNAS1_ativado,RPNVLxRPBND_ativado,RPNOQxOMNOQ_ativado,chamados_MSRPNOQ,RPMMA_nOK_0001,RPMMA_nOK_0003,RPMMA_nOK_0002,OMBLV_nOK_0002,RPNOQ_nOK_0001,chamados_MSRPSPE,RPAMO_nOK_0002,RPMPX_SColTempo_0003_delta_tempo,localidade_id_MSRPDOU_2496,OMDOUxRPPPR_ativado,RPAMBxOMAMB_ativado,OMPPR_SColTempo_0002_delta_tempo,OMIGTxOMMNO_ativado,OMCGRxRPNVL_ativado,ref_2019_07_31,RPNVLxRPTRN_ativado,RPMRDxOMAQD_ativado,RPSPE_nOK_0001,RPMPXxRPSPE_ativado,ref_2019_08_06,ref_2019_08_07,ref_2019_08_04,ref_2019_08_05,ref_2019_08_02,ref_2019_08_03,RPNOQxOMJRD_ativado,ref_2019_08_01,RPPPRxRPAMO1_ativado,RPAMO1xRPAMO_ativado,RPATJxOMBLV_ativado,ref_2019_09_01,ref_2019_08_08,ref_2019_08_09,RPATJ_nOK_0001,RPATJ_nOK_0002,RPSPExRPNOQ_ativado,OMNOQ_SColTempo_0003_delta_tempo
"2019-07-31 00:00:00","2019-07-31 17:19:48",62388.0,0.0218813208057, ,1, , ,1,1, , , , , , , , ,1, , , , , ,1, , , , , , , , , , , ,1,1, , , , ,1,1, , ,1,1,1,1, ,1,1,1,1, , , , , ,1, , ,1, ,1,1,1, ,1,1,1,1,1, , , , , , , , , , ,1,1, ,1,1,1,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-07-31 17:19:48","2019-07-31 17:20:48",60.0,2.10437784244E-05, ,1, , ,1,1, , , , , , , , ,1, , , , , ,1, , , , , , , , , , , ,1,1, , , , ,1,1, , ,1,1,1,1, ,1,1,1,1, , , , , ,1, , ,1, ,1,1,1, ,1,1,1,1,1, , , , , , , ,1, , ,1,1, ,1,1,1,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-07-31 17:20:48","2019-07-31 23:59:59",23951.0,0.0084003256174, ,1, , ,1,1, , , , , , , , ,1, , , , , ,1, , , , , , , , , , , ,1,1, , , , ,1,1, , ,1,1,1,1, ,1,1,1,1, , , , , ,1, , ,1, ,1,1,1, ,1,1,1,1,1, , , , , , , , , , ,1,1, ,1,1,1,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-07-31 23:59:59","2019-08-01 00:00:00",1.0,3.50729640407E-07, ,1, , ,1,1, , , , , , , , ,1, , , , , ,1, , , , , , , , , , , ,1,1, , , , ,1,1, , ,1, ,1,1, ,1,1,1,1, , , , , ,1, , ,1, ,1,1,1, ,1,1,1,1,1, , , , , , , , , , ,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-01 00:00:00","2019-08-01 23:59:59",86399.0,0.0303026902016, ,1, , ,1,1,1, , , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1,1,1,1,1, , , , , ,1, 
"2019-08-01 23:59:59","2019-08-02 00:00:00",1.0,3.50729640407E-07, ,1, , ,1,1,1, , , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-02 00:00:00","2019-08-02 23:59:59",86399.0,0.0303026902016, ,1, , ,1,1,1, , , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , ,1, ,1, ,1,1,1, , , , , ,1, 
"2019-08-02 23:59:59","2019-08-03 00:00:00",1.0,3.50729640407E-07, ,1, , ,1,1,1, , , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-03 00:00:00","2019-08-03 23:59:59",86399.0,0.0303026902016, ,1, , ,1,1,1, , , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , ,1,1, ,1,1,1, , , , , ,1, 
"2019-08-03 23:59:59","2019-08-04 00:00:00",1.0,3.50729640407E-07, ,1, , ,1,1,1, , , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-04 00:00:00","2019-08-04 23:59:59",86399.0,0.0303026902016, ,1, , ,1,1,1, , , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , ,1, , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-04 23:59:59","2019-08-05 00:00:00",1.0,3.50729640407E-07, ,1, , ,1,1,1, , , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-05 00:00:00","2019-08-05 04:43:58",17038.0,0.00597573161326, ,1, , ,1,1,1, , , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , ,1, , ,1, ,1,1,1, , , , , ,1, 
"2019-08-05 04:43:58","2019-08-05 04:47:58",240.0,8.41751136978E-05, ,1, , ,1,1,1, , , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , ,1, , ,1, ,1,1,1, , , , , ,1,240
"2019-08-05 04:47:58","2019-08-05 23:59:59",69121.0,0.0242427834746, ,1, , ,1,1,1, , , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , ,1, , ,1, ,1,1,1, , , , , ,1, 
"2019-08-05 23:59:59","2019-08-06 00:00:00",1.0,3.50729640407E-07, ,1, , ,1,1,1, , , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-06 00:00:00","2019-08-06 23:59:59",86399.0,0.0303026902016, ,1, , ,1,1,1, , , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1,1, , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-06 23:59:59","2019-08-07 00:00:00",1.0,3.50729640407E-07, ,1, , ,1,1,1, , , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-07 00:00:00","2019-08-07 23:59:59",86399.0,0.0303026902016, ,1, , ,1,1,1, , , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, ,1, , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-07 23:59:59","2019-08-08 00:00:00",1.0,3.50729640407E-07, ,1, , ,1,1,1, , , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-08 00:00:00","2019-08-08 23:59:59",86399.0,0.0303026902016, ,1, , ,1,1,1, , , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, ,1, , , ,1, 
"2019-08-08 23:59:59","2019-08-09 00:00:00",1.0,3.50729640407E-07, ,1, , ,1,1,1, , , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-09 00:00:00","2019-08-09 23:59:59",86399.0,0.0303026902016, ,1, , ,1,1,1, , , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , ,1, , ,1, 
"2019-08-09 23:59:59","2019-08-10 00:00:00",1.0,3.50729640407E-07, ,1, , ,1,1,1, , , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-10 00:00:00","2019-08-10 23:59:59",86399.0,0.0303026902016, ,1, , ,1,1,1, , , , ,1, , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-10 23:59:59","2019-08-11 00:00:00",1.0,3.50729640407E-07, ,1, , ,1,1,1, , , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-11 00:00:00","2019-08-11 23:59:59",86399.0,0.0303026902016, ,1, , ,1,1,1, , , ,1, , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-11 23:59:59","2019-08-12 00:00:00",1.0,3.50729640407E-07, ,1, , ,1,1,1, , , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-12 00:00:00","2019-08-12 11:54:45",42885.0,0.0150410406289, ,1, , ,1,1,1, , , , , , ,1,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-12 11:54:45","2019-08-12 11:55:46",61.0,2.13945080649E-05, ,1, , ,1,1,1, , , , , , ,1,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1, , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-12 11:55:46","2019-08-12 11:58:45",179.0,6.27806056329E-05, ,1, , ,1,1,1, , , , , , ,1,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-12 11:58:45","2019-08-12 11:59:45",60.0,2.10437784244E-05, ,1, , ,1,1,1, , , , , , ,1,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1, , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-12 11:59:45","2019-08-12 12:08:45",540.0,0.00018939400582, ,1, , ,1,1,1, , , , , , ,1,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-12 12:08:45","2019-08-12 12:09:46",61.0,2.13945080649E-05, ,1, , ,1,1,1, , , , , , ,1,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1, , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-12 12:09:46","2019-08-12 12:14:45",299.0,0.000104868162482, ,1, , ,1,1,1, , , , , , ,1,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-12 12:14:45","2019-08-12 12:15:45",60.0,2.10437784244E-05, ,1, , ,1,1,1, , , , , , ,1,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1, , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-12 12:15:45","2019-08-12 13:40:46",5101.0,0.00178907189572, ,1, , ,1,1,1, , , , , , ,1,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-12 13:40:46","2019-08-12 13:41:45",59.0,2.0693048784E-05, ,1, , ,1,1,1, , , , , , ,1,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1, , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-12 13:41:45","2019-08-12 14:02:45",1260.0,0.000441919346913, ,1, , ,1,1,1, , , , , , ,1,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-12 14:02:45","2019-08-12 14:03:45",60.0,2.10437784244E-05, ,1, , ,1,1,1, , , , , , ,1,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1, , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-12 14:03:45","2019-08-12 15:06:05",3740.0,0.00131172885512, ,1, , ,1,1,1, , , , , , ,1,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
