time_ini,time_end,duration_seg,duration_percent,OMCCL_nOK_0004,RPFGR_SColTempo_0001_delta_tempo,ref_Periodo,RPFDIxRPMPX_ativado,RPMRD_SColTempo_0001_delta_tempo,OMMNO_nOK_0001,ref_2019_09_30,OMCCLxRPATJ_ativado,RPMRDxRPFGR_ativado,chamados_MSOMJRD,localidade_id_MSOMJRD_1749,RPAMBxRPTCU_ativado,ref_2019_11,ref_2019_10,ref_2019_10_25,ref_2019_10_30,RPJRD_SColTempo_0002_delta_tempo,RPNASxRPRBR_ativado,RPPPR_nOK_0002,RPPPR_nOK_0003,RPDOU_nOK_0001,RPCGR_SColTempo_0002_delta_tempo,RPJRD_SColTempo_0001_delta_tempo,OMCARCxRPFSJ_ativado,ref_2019_09,OMJRDxRPJRD_ativado,OMCGRxRPCGR_ativado,RPPPRxOMCCL_ativado,ref_2019_10_24,ref_2019_10_27,ref_2019_10_26,ref_2019_10_21,ref_2019_10_20,ref_2019_10_23,ref_2019_10_22,ref_2019_10_29,RPDOUxOMDOU_ativado,ref_2019_10_28,RPMMAxOMCARC_ativado,RPMPXxRPMRD_ativado,RPTRNxRPFDI_ativado,Chamados_Desconto,RPAMOxRPAMB_ativado,ref_2019_10_10,ref_2019_10_11,ref_2019_10_12,ref_2019_10_13,ref_2019_10_14,ref_2019_10_15,ref_2019_10_16,ref_2019_10_17,ref_2019_10_18,ref_2019_10_19,RPTCUxOMIGT_ativado,RPPPRxOMPPR_ativado,OMMNOxOMGUA_ativado,RPNAS1xRPNAS_ativado,RPRBRxRPDOU_ativado,OMCGRxOMRCB_ativado,ref_2019_10_31,RPCGRxRPNAS1_ativado,RPNVLxRPBND_ativado,RPNOQxOMNOQ_ativado,OMBLV_nOK_0002,RPAMO_nOK_0002,RPFDI_nOK_0001,ref_2019_11_01,RPAMO1_nOK_0001,OMDOUxRPPPR_ativado,RPAMBxOMAMB_ativado,OMPPR_SColTempo_0002_delta_tempo,OMIGTxOMMNO_ativado,OMDOU_nOK_0002,ref_2019_10_09,ref_2019_10_08,ref_2019_10_07,ref_2019_10_06,ref_2019_10_05,ref_2019_10_04,ref_2019_10_03,ref_2019_10_02,ref_2019_10_01,OMCGRxRPNVL_ativado,RPMRD_SColTempo_0002_delta_tempo,RPMMAxOMBLV_ativado,RPNVLxRPTRN_ativado,RPMRDxOMAQD_ativado,RPMPXxRPSPE_ativado,RPJRDxRPMMA_ativado,RPNOQxOMJRD_ativado,RPPPRxRPAMO1_ativado,RPAMO1xRPAMO_ativado,RPATJxOMBLV_ativado,RPATJ_nOK_0001,RPSPExRPNOQ_ativado,OMNOQ_SColTempo_0003_delta_tempo
"2018-10-17 18:09:48","2018-10-17 19:05:35",3347.0,0.000101878028775, , , , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
"2019-09-30 00:00:00","2019-09-30 23:59:59",86399.0,0.00262986549391, , ,1,1, , ,1,1,1, , ,1, , , , , ,1, , , , , ,1,1,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-09-30 23:59:59","2019-10-01 00:00:00",1.0,3.04386103301E-08, , ,1,1, , , ,1,1, , ,1, , , , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-01 00:00:00","2019-10-01 15:37:33",56253.0,0.0017122631469, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-01 15:37:33","2019-10-01 15:38:33",60.0,1.82631661981E-06, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1,1, , , , ,1,1, ,1, , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-01 15:38:33","2019-10-01 23:59:59",30086.0,0.000915776030392, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-01 23:59:59","2019-10-02 00:00:00",1.0,3.04386103301E-08, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-02 00:00:00","2019-10-02 23:59:59",86399.0,0.00262986549391, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , ,1, ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-02 23:59:59","2019-10-03 00:00:00",1.0,3.04386103301E-08, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-03 00:00:00","2019-10-03 03:27:44",12464.0,0.000379386839155, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , ,1, , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-03 03:27:44","2019-10-03 03:28:45",61.0,1.85675523014E-06, , ,1,1, ,1, ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , ,1, , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-03 03:28:45","2019-10-03 23:59:59",73874.0,0.00224862189953, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , ,1, , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-03 23:59:59","2019-10-04 00:00:00",1.0,3.04386103301E-08, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-04 00:00:00","2019-10-04 12:51:41",46301.0,0.00140933809689, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , ,1, , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-04 12:51:41","2019-10-04 12:54:38",177.0,5.38763402843E-06, ,177,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , ,1, , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-04 12:54:38","2019-10-04 13:50:41",3363.0,0.00010236504654, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , ,1, , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-04 13:50:41","2019-10-04 13:54:38",237.0,7.21395064824E-06, ,237,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , ,1, , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-04 13:54:38","2019-10-04 16:57:58",11000.0,0.000334824713631, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , ,1, , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-04 16:57:58","2019-10-04 17:00:58",180.0,5.47894985942E-06, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , ,1, , , ,1, ,1,1,1,1,1,1,1,1,1, ,1,180
"2019-10-04 17:00:58","2019-10-04 23:59:59",25141.0,0.000765257102309, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , ,1, , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-04 23:59:59","2019-10-05 00:00:00",1.0,3.04386103301E-08, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-05 00:00:00","2019-10-05 14:12:41",51161.0,0.0015572697431, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , ,1, , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-05 14:12:41","2019-10-05 14:15:33",172.0,5.23544097678E-06, , ,1,1,172, , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , ,1, , , , ,1,172,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-05 14:15:33","2019-10-05 23:59:59",35066.0,0.00106736030984, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , ,1, , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-05 23:59:59","2019-10-06 00:00:00",1.0,3.04386103301E-08, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-06 00:00:00","2019-10-06 23:59:59",86399.0,0.00262986549391, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , ,1, , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-06 23:59:59","2019-10-07 00:00:00",1.0,3.04386103301E-08, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-07 00:00:00","2019-10-07 23:59:59",86399.0,0.00262986549391, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , ,1, , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-07 23:59:59","2019-10-08 00:00:00",1.0,3.04386103301E-08, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-08 00:00:00","2019-10-08 23:49:02",85742.0,0.00260986732692, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , ,1, , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-08 23:49:02","2019-10-08 23:50:02",60.0,1.82631661981E-06, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , ,1, , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , ,1, , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-08 23:50:02","2019-10-08 23:59:59",597.0,1.81718503671E-05, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , ,1, , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-08 23:59:59","2019-10-09 00:00:00",1.0,3.04386103301E-08, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-09 00:00:00","2019-10-09 16:02:41",57761.0,0.00175816457128, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, ,1, , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-09 16:02:41","2019-10-09 16:05:49",188.0,5.72245874206E-06, ,188,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, ,1, , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-09 16:05:49","2019-10-09 16:55:41",2992.0,9.10723221077E-05, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, ,1, , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-09 16:55:41","2019-10-09 16:58:38",177.0,5.38763402843E-06, ,177,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, ,1, , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-09 16:58:38","2019-10-09 18:11:57",4399.0,0.000133899446842, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, ,1, , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-09 18:11:57","2019-10-09 18:14:41",164.0,4.99193209414E-06, ,164,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, ,1, , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-09 18:14:41","2019-10-09 18:17:49",188.0,5.72245874206E-06, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, ,1, , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-09 18:17:49","2019-10-09 18:20:41",172.0,5.23544097678E-06, ,172,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, ,1, , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-09 18:20:41","2019-10-09 23:59:59",20358.0,0.0006196692291, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, ,1, , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-09 23:59:59","2019-10-10 00:00:00",1.0,3.04386103301E-08, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-10 00:00:00","2019-10-10 13:53:58",50038.0,0.0015230871837, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1,1, , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-10 13:53:58","2019-10-10 13:54:21",23.0,7.00088037593E-07, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1,1, , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1,240
