time_ini,time_end,duration_seg,duration_percent,OMCCL_nOK_0004,RPBNDxRPSGO_ativado,ref_2020_02_08,ref_2020_02_09,RPFGR_SColTempo_0001_delta_tempo,ref_2020_02_01,ref_2020_02_02,ref_Periodo,ref_2020_02_04,ref_2020_02_05,ref_2020_02_06,ref_2020_02_07,OMCCLxRPATJ_ativado,OMPMT_SColTempo_0001_delta_tempo,chamados_MSOMJRD,ref_2020_03_01,RPMPX_nOK_0003,RPFMA_SColTempo_0002_delta_tempo,ref_2020_02_17,ref_2020_02_16,ref_2020_02_15,ref_2020_02_14,ref_2020_02_13,ref_2020_02_12,ref_2020_02_11,ref_2020_02_10,ref_2020_02_19,ref_2020_02_18,localidade_id_MSOMJRD_1749,RPJRD_nOK_0002,ref_2020_02_03,RPAMBxRPTCU_ativado,OMRCB_SColTempo_0003_delta_tempo,RPJRD_SColTempo_0002_delta_tempo,RPNASxRPRBR_ativado,RPPPR_nOK_0004,RPFSJxRPPMT_ativado,RPSGOxRPFMA_ativado,RPJRD_SColTempo_0001_delta_tempo,ref_2020_01_31,OMCARCxRPFSJ_ativado,RPFDIxRPMPX_ativado,OMAQD_SColTempo_0002_delta_tempo,OMJRDxRPJRD_ativado,OMCGRxRPCGR_ativado,RPPPRxOMCCL_ativado,RPFTBxRPFXS_ativado,RPDOUxOMDOU_ativado,RPMMAxOMCARC_ativado,RPMPXxRPMRD_ativado,RPTRNxRPFDI_ativado,RPFGRxRPFTB_ativado,RPFSG_SColTempo_0001_delta_tempo,OMCARC_nOK_0001,Chamados_Desconto,RPBND_SColTempo_0003_delta_tempo,RPAMOxRPAMB_ativado,RPPMT1xOMBBR_ativado,RPTCUxOMIGT_ativado,RPPPRxOMPPR_ativado,RPTCU_nOK_0001,OMMNOxOMGUA_ativado,RPNAS1xRPNAS_ativado,RPRBRxRPDOU_ativado,OMCGRxOMRCB_ativado,RPNVLxRPBND_ativado,RPCGRxRPNAS1_ativado,RPNOQxOMNOQ_ativado,RPFMA_SColTempo_0001_delta_tempo,RPBND_SColTempo_0001_delta_tempo,RPFMAxRPFSG_ativado,RPFSJxRPPMT1_ativado,RPMRDxRPFGR_ativado,RPRBR_nOK_0002,ref_2020_02_26,ref_2020_02_28,ref_2020_02_29,RPFDI_nOK_0001,ref_2020_02_27,ref_2020_02_24,ref_2020_02_25,ref_2020_02_22,ref_2020_02_23,ref_2020_02_20,ref_2020_02_21,OMDOUxRPPPR_ativado,RPAMBxOMAMB_ativado,OMPPR_SColTempo_0002_delta_tempo,OMIGTxOMMNO_ativado,OMCGRxRPNVL_ativado,RPMMAxOMBLV_ativado,RPNVLxRPTRN_ativado,RPMRDxOMAQD_ativado,RPMPXxRPSPE_ativado,RPJRDxRPMMA_ativado,RPNOQxOMJRD_ativado,RPPPRxRPAMO1_ativado,RPAMO1xRPAMO_ativado,RPATJxOMBLV_ativado,RPPMTxOMPMT_ativado,ref_2020_02,ref_2020_03,RPSPExRPNOQ_ativado,ref_2020_01,OMNOQ_SColTempo_0003_delta_tempo
"2018-10-17 18:09:48","2018-10-17 19:05:35",3347.0,7.72846938368E-05, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
"2020-01-31 00:00:00","2020-01-31 23:59:59",86399.0,0.00199501651115, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, ,1,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1, , ,1,1, 
"2020-01-31 23:59:59","2020-02-01 00:00:00",1.0,2.30907361329E-08, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1, , ,1, , 
"2020-02-01 00:00:00","2020-02-01 00:13:11",791.0,1.82647722811E-05, ,1, , , ,1, ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-01 00:13:11","2020-02-01 00:14:10",59.0,1.36235343184E-06, ,1, , , ,1, ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1,1, , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-01 00:14:10","2020-02-01 23:59:59",85549.0,0.00197538938543, ,1, , , ,1, ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-01 23:59:59","2020-02-02 00:00:00",1.0,2.30907361329E-08, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-02 00:00:00","2020-02-02 23:59:59",86399.0,0.00199501651115, ,1, , , , ,1,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-02 23:59:59","2020-02-03 00:00:00",1.0,2.30907361329E-08, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-03 00:00:00","2020-02-03 04:54:04",17644.0,0.000407412948329, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , ,1,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-03 04:54:04","2020-02-03 04:55:04",60.0,1.38544416797E-06, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , ,1,1, , ,1,1,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-03 04:55:04","2020-02-03 05:20:05",1501.0,3.46591949355E-05, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , ,1,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-03 05:20:05","2020-02-03 05:21:05",60.0,1.38544416797E-06,1,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , ,1,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-03 05:21:05","2020-02-03 21:38:21",58636.0,0.00135394840389, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , ,1,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-03 21:38:21","2020-02-03 21:39:21",60.0,1.38544416797E-06, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , ,1,1,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-03 21:39:21","2020-02-03 23:59:59",8438.0,0.000194839631489, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , ,1,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-03 23:59:59","2020-02-04 00:00:00",1.0,2.30907361329E-08, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-04 00:00:00","2020-02-04 18:51:50",67910.0,0.00156809189079, ,1, , , , , ,1,1, , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-04 18:51:50","2020-02-04 18:52:50",60.0,1.38544416797E-06, ,1, , , , , ,1,1, , , ,1, , , ,1, , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-04 18:52:50","2020-02-04 19:14:50",1320.0,3.04797716954E-05, ,1, , , , , ,1,1, , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-04 19:14:50","2020-02-04 19:15:50",60.0,1.38544416797E-06, ,1, , , , , ,1,1, , , ,1, , , ,1, , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-04 19:15:50","2020-02-04 23:59:59",17049.0,0.00039367396033, ,1, , , , , ,1,1, , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-04 23:59:59","2020-02-05 00:00:00",1.0,2.30907361329E-08, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-05 00:00:00","2020-02-05 19:24:05",69845.0,0.0016127724652, ,1, , , , , ,1, ,1, , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-05 19:24:05","2020-02-05 19:25:05",60.0,1.38544416797E-06,1,1, , , , , ,1, ,1, , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-05 19:25:05","2020-02-05 22:57:50",12765.0,0.000294753246736, ,1, , , , , ,1, ,1, , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-05 22:57:50","2020-02-05 22:58:50",60.0,1.38544416797E-06, ,1, , , , , ,1, ,1, , ,1, , , ,1, , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-05 22:58:50","2020-02-05 23:59:59",3669.0,8.47199108716E-05, ,1, , , , , ,1, ,1, , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-05 23:59:59","2020-02-06 00:00:00",1.0,2.30907361329E-08, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-06 00:00:00","2020-02-06 12:24:00",44640.0,0.00103077046097, ,1, , , , , ,1, , ,1, ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-06 12:24:00","2020-02-06 12:25:00",60.0,1.38544416797E-06, ,1, , , , , ,1, , ,1, ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1,1,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-06 12:25:00","2020-02-06 23:59:59",41699.0,0.000962860606006, ,1, , , , , ,1, , ,1, ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-06 23:59:59","2020-02-07 00:00:00",1.0,2.30907361329E-08, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-07 00:00:00","2020-02-07 02:33:05",9185.0,0.000212088411381, ,1, , , , , ,1, , , ,1,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-07 02:33:05","2020-02-07 02:34:05",60.0,1.38544416797E-06,1,1, , , , , ,1, , , ,1,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-07 02:34:05","2020-02-07 02:34:17",12.0,2.77088833595E-07, ,1, , , , , ,1, , , ,1,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-07 02:34:17","2020-02-07 02:35:05",48.0,1.10835533438E-06, ,1, , , , , ,1, , , ,1,1,179, , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-07 02:35:05","2020-02-07 02:36:05",60.0,1.38544416797E-06, ,1, , , , , ,1, , , ,1,1,179, , , , , , , , , , , , , , , , , ,1, , ,1,1,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-07 02:36:05","2020-02-07 02:37:04",59.0,1.36235343184E-06,1,1, , , , , ,1, , , ,1,1,179, , , , , , , , , , , , , , , , , ,1, , ,1,1,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-07 02:37:04","2020-02-07 02:37:05",1.0,2.30907361329E-08,1,1, , , , , ,1, , , ,1,1,179, , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-07 02:37:05","2020-02-07 02:37:16",11.0,2.53998097462E-07, ,1, , , , , ,1, , , ,1,1,179, , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-07 02:37:16","2020-02-07 06:01:48",12272.0,0.000283369513823, ,1, , , , , ,1, , , ,1,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-07 06:01:48","2020-02-07 06:02:48",60.0,1.38544416797E-06, ,1, , , , , ,1, , , ,1,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , ,1, , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-07 06:02:48","2020-02-07 23:59:59",64631.0,0.00149237736701, ,1, , , , , ,1, , , ,1,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-07 23:59:59","2020-02-08 00:00:00",1.0,2.30907361329E-08, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-08 00:00:00","2020-02-08 01:17:41",4661.0,0.000107625921115, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-08 01:17:41","2020-02-08 01:18:41",60.0,1.38544416797E-06, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, ,1, , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-08 01:18:41","2020-02-08 19:51:50",66789.0,0.00154220717558, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-08 19:51:50","2020-02-08 19:52:50",60.0,1.38544416797E-06, ,1,1, , , , ,1, , , , ,1, , , ,1, , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-08 19:52:50","2020-02-08 23:59:59",14829.0,0.000342412526115, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-08 23:59:59","2020-02-09 00:00:00",1.0,2.30907361329E-08, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-09 00:00:00","2020-02-09 23:59:59",86399.0,0.00199501651115, ,1, ,1, , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
