time_ini,time_end,duration_seg,duration_percent,OMCCL_nOK_0004,RPBNDxRPSGO_ativado,ref_2020_02_08,ref_2020_02_09,RPFGR_SColTempo_0001_delta_tempo,ref_2020_02_01,ref_2020_02_02,ref_Periodo,ref_2020_02_04,ref_2020_02_05,ref_2020_02_06,ref_2020_02_07,OMCCLxRPATJ_ativado,OMPMT_SColTempo_0001_delta_tempo,chamados_MSOMJRD,ref_2020_03_01,RPMPX_nOK_0003,RPFMA_SColTempo_0002_delta_tempo,ref_2020_02_17,ref_2020_02_16,ref_2020_02_15,ref_2020_02_14,ref_2020_02_13,ref_2020_02_12,ref_2020_02_11,ref_2020_02_10,ref_2020_02_19,ref_2020_02_18,localidade_id_MSOMJRD_1749,RPJRD_nOK_0002,ref_2020_02_03,RPAMBxRPTCU_ativado,OMRCB_SColTempo_0003_delta_tempo,RPJRD_SColTempo_0002_delta_tempo,RPNASxRPRBR_ativado,RPPPR_nOK_0004,RPFSJxRPPMT_ativado,RPSGOxRPFMA_ativado,RPJRD_SColTempo_0001_delta_tempo,ref_2020_01_31,OMCARCxRPFSJ_ativado,RPFDIxRPMPX_ativado,OMAQD_SColTempo_0002_delta_tempo,OMJRDxRPJRD_ativado,OMCGRxRPCGR_ativado,RPPPRxOMCCL_ativado,RPFTBxRPFXS_ativado,RPDOUxOMDOU_ativado,RPMMAxOMCARC_ativado,RPMPXxRPMRD_ativado,RPTRNxRPFDI_ativado,RPFGRxRPFTB_ativado,RPFSG_SColTempo_0001_delta_tempo,OMCARC_nOK_0001,Chamados_Desconto,RPBND_SColTempo_0003_delta_tempo,RPAMOxRPAMB_ativado,RPPMT1xOMBBR_ativado,RPTCUxOMIGT_ativado,RPPPRxOMPPR_ativado,RPTCU_nOK_0001,OMMNOxOMGUA_ativado,RPNAS1xRPNAS_ativado,RPRBRxRPDOU_ativado,OMCGRxOMRCB_ativado,RPNVLxRPBND_ativado,RPCGRxRPNAS1_ativado,RPNOQxOMNOQ_ativado,RPFMA_SColTempo_0001_delta_tempo,RPBND_SColTempo_0001_delta_tempo,RPFMAxRPFSG_ativado,RPFSJxRPPMT1_ativado,RPMRDxRPFGR_ativado,RPRBR_nOK_0002,ref_2020_02_26,ref_2020_02_28,ref_2020_02_29,RPFDI_nOK_0001,ref_2020_02_27,ref_2020_02_24,ref_2020_02_25,ref_2020_02_22,ref_2020_02_23,ref_2020_02_20,ref_2020_02_21,OMDOUxRPPPR_ativado,RPAMBxOMAMB_ativado,OMPPR_SColTempo_0002_delta_tempo,OMIGTxOMMNO_ativado,OMCGRxRPNVL_ativado,RPMMAxOMBLV_ativado,RPNVLxRPTRN_ativado,RPMRDxOMAQD_ativado,RPMPXxRPSPE_ativado,RPJRDxRPMMA_ativado,RPNOQxOMJRD_ativado,RPPPRxRPAMO1_ativado,RPAMO1xRPAMO_ativado,RPATJxOMBLV_ativado,RPPMTxOMPMT_ativado,ref_2020_02,ref_2020_03,RPSPExRPNOQ_ativado,ref_2020_01,OMNOQ_SColTempo_0003_delta_tempo
"2020-02-09 23:59:59","2020-02-10 00:00:00",1.0,2.30907361329E-08, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-10 00:00:00","2020-02-10 23:59:59",86399.0,0.00199501651115, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , ,1, , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-10 23:59:59","2020-02-11 00:00:00",1.0,2.30907361329E-08, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-11 00:00:00","2020-02-11 23:59:59",86399.0,0.00199501651115, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , ,1, , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-11 23:59:59","2020-02-12 00:00:00",1.0,2.30907361329E-08, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-12 00:00:00","2020-02-12 23:59:59",86399.0,0.00199501651115, ,1, , , , , ,1, , , , ,1, , , , , , , , , , ,1, , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-12 23:59:59","2020-02-13 00:00:00",1.0,2.30907361329E-08, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-13 00:00:00","2020-02-13 23:59:59",86399.0,0.00199501651115, ,1, , , , , ,1, , , , ,1, , , , , , , , , ,1, , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-13 23:59:59","2020-02-14 00:00:00",1.0,2.30907361329E-08, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-14 00:00:00","2020-02-14 23:59:59",86399.0,0.00199501651115, ,1, , , , , ,1, , , , ,1, , , , , , , , ,1, , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-14 23:59:59","2020-02-15 00:00:00",1.0,2.30907361329E-08, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-15 00:00:00","2020-02-15 23:59:59",86399.0,0.00199501651115, ,1, , , , , ,1, , , , ,1, , , , , , , ,1, , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-15 23:59:59","2020-02-16 00:00:00",1.0,2.30907361329E-08, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-16 00:00:00","2020-02-16 23:59:59",86399.0,0.00199501651115, ,1, , , , , ,1, , , , ,1, , , , , , ,1, , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-16 23:59:59","2020-02-17 00:00:00",1.0,2.30907361329E-08, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-17 00:00:00","2020-02-17 23:59:59",86399.0,0.00199501651115, ,1, , , , , ,1, , , , ,1, , , , , ,1, , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-17 23:59:59","2020-02-18 00:00:00",1.0,2.30907361329E-08, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-18 00:00:00","2020-02-18 03:55:38",14138.0,0.000326456827447, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , ,1, , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-18 03:55:38","2020-02-18 03:59:38",240.0,5.5417766719E-06, ,1, , ,240, , ,1, , , , ,1, , , , , , , , , , , , , , ,1, , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-18 03:59:38","2020-02-18 04:11:38",720.0,1.66253300157E-05, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , ,1, , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-18 04:11:38","2020-02-18 07:53:41",13323.0,0.000307637877499, ,1, , ,121323, , ,1, , , , ,1, , , , , , , , , , , , , , ,1, , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-18 07:53:41","2020-02-18 23:59:59",57978.0,0.00133875469951, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , ,1, , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-18 23:59:59","2020-02-19 00:00:00",1.0,2.30907361329E-08, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-19 00:00:00","2020-02-19 23:59:59",86399.0,0.00199501651115, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , ,1, , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-19 23:59:59","2020-02-20 00:00:00",1.0,2.30907361329E-08, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-20 00:00:00","2020-02-20 15:45:41",56741.0,0.00131019145892, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , ,1, ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-20 15:45:41","2020-02-20 15:48:38",177.0,4.08706029552E-06, ,1, , ,177, , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , ,1, ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-20 15:48:38","2020-02-20 16:46:50",3492.0,8.06328505761E-05, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , ,1, ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-20 16:46:50","2020-02-20 17:04:50",1080.0,2.49379950235E-05, ,1, , , , , ,1, , , , ,1, , , ,1, , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , ,1, ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-20 17:04:50","2020-02-20 22:33:50",19740.0,0.000455811131263, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , ,1, ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-20 22:33:50","2020-02-20 22:34:50",60.0,1.38544416797E-06, ,1, , , , , ,1, , , , ,1, , , ,1, , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , ,1, ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-20 22:34:50","2020-02-20 23:59:59",5109.0,0.000117970570903, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , ,1, ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-20 23:59:59","2020-02-21 00:00:00",1.0,2.30907361329E-08, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-21 00:00:00","2020-02-21 15:35:21",56121.0,0.00129587520251, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , ,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-21 15:35:21","2020-02-21 15:41:21",360.0,8.31266500784E-06, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, ,360,1, ,1,1,360, ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , ,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-21 15:41:21","2020-02-21 18:04:50",8609.0,0.000198788147368, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , ,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-21 18:04:50","2020-02-21 18:05:50",60.0,1.38544416797E-06, ,1, , , , , ,1, , , , ,1, , , ,1, , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , ,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-21 18:05:50","2020-02-21 19:10:50",3900.0,9.00538709183E-05, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , ,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-21 19:10:50","2020-02-21 19:11:50",60.0,1.38544416797E-06, ,1, , , , , ,1, , , , ,1, , , ,1, , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , ,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-21 19:11:50","2020-02-21 23:03:41",13911.0,0.000321215230345, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , ,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-21 23:03:41","2020-02-21 23:06:41",180.0,4.15633250392E-06, ,1, , ,180, , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , ,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-21 23:06:41","2020-02-21 23:59:59",3198.0,7.3844174153E-05, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , ,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-21 23:59:59","2020-02-22 00:00:00",1.0,2.30907361329E-08, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-22 00:00:00","2020-02-22 23:59:59",86399.0,0.00199501651115, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , ,1, , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-22 23:59:59","2020-02-23 00:00:00",1.0,2.30907361329E-08, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-23 00:00:00","2020-02-23 23:59:59",86399.0,0.00199501651115, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , ,1, , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-23 23:59:59","2020-02-24 00:00:00",1.0,2.30907361329E-08, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , , , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-24 00:00:00","2020-02-24 06:01:50",21710.0,0.000501299881445, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , ,1, , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-24 06:01:50","2020-02-24 06:03:20",90.0,2.07816625196E-06, ,1, , , , , ,1, , , , ,1, , , ,1, , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , ,1, , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-24 06:03:20","2020-02-24 06:15:50",750.0,1.73180520997E-05, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , ,1, , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-24 06:15:50","2020-02-24 06:16:50",60.0,1.38544416797E-06, ,1, , , , , ,1, , , , ,1, , , ,1, , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , ,1, , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-24 06:16:50","2020-02-24 06:52:56",2166.0,5.00145344639E-05, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , ,1, , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-24 06:52:56","2020-02-24 06:53:50",54.0,1.24689975118E-06, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1,180,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , ,1, , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-24 06:53:50","2020-02-24 06:55:50",120.0,2.77088833595E-06, ,1, , , , , ,1, , , , ,1, , , ,1, , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1,180,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , ,1, , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-24 06:55:50","2020-02-24 06:55:56",6.0,1.38544416797E-07, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1,180,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , ,1, , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-24 06:55:56","2020-02-24 07:31:56",2160.0,4.98759900471E-05, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , ,1, , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-24 07:31:56","2020-02-24 07:32:50",54.0,1.24689975118E-06, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1,180,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , ,1, , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-24 07:32:50","2020-02-24 07:33:50",60.0,1.38544416797E-06, ,1, , , , , ,1, , , , ,1, , , ,1, , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1,180,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , ,1, , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-24 07:33:50","2020-02-24 07:34:56",66.0,1.52398858477E-06, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1,180,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , ,1, , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
"2020-02-24 07:34:56","2020-02-24 07:37:56",180.0,4.15633250392E-06, ,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , ,1, ,1,1, , ,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, ,1,1,1,1,1,1,1, , ,1,1,1, , , , , , ,1, , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , 
